No,Time,Interval(mi),Indoor Humidity(%),Indoor Temperature(°C),Outdoor Humidity(%),Outdoor Temperature(°C),Absolute Pressure(hPa),Wind(m/s),Gust(m/s),Direction,Relative Pressure(hPa),Dewpoint(°C),Windchill(°C),Hour Rainfall(mm),24 hour Rainfall(mm),Week Rainfall(mm),Month Rainfall(mm),Total Rainfall(mm),Wind Level(bft),Gust Level(bft)
182,01-01-2009 08:29,30,52,14.7,86,-7.9,1025.3,0,0,NW,1005.5,-9.8,-7.9,0,0,2.1,2.1,2.1,0,0
183,01-01-2009 08:59,30,51,15,86,-7.7,1025.3,0,0,NE,1005.5,-9.6,-7.7,0,0,2.1,2.1,2.1,0,0
184,01-01-2009 09:29,30,51,15.3,86,-5.5,1025.4,0,0,N,1005.6,-7.5,-5.5,0,0,2.1,2.1,2.1,0,0
185,01-01-2009 09:59,30,51,15.5,81,-4.2,1025.5,0,0.7,N,1005.7,-7,-4.2,0,0,2.1,2.1,2.1,0,1
186,01-01-2009 10:29,30,51,16,80,-2.8,1025.6,0,0,N,1005.8,-5.8,-2.8,0,0,2.1,2.1,2.1,0,0
187,01-01-2009 10:59,30,51,16.1,76,-0.8,1025.5,0,0,NE,1005.7,-4.5,-0.8,0,0,2.1,2.1,2.1,0,0
188,01-01-2009 11:29,30,50,16,71,0.4,1025.7,0,0.3,N,1005.9,-4.2,0.4,0,0,2.1,2.1,2.1,0,1
189,01-01-2009 11:59,30,50,15.9,67,2,1025.7,0,0.3,N,1005.9,-3.5,2,0,0,2.1,2.1,2.1,0,1
190,01-01-2009 12:29,30,51,16,70,1.3,1025.7,0,0.3,N,1005.9,-3.6,1.3,0,0,2.1,2.1,2.1,0,1
191,01-01-2009 12:59,30,51,15.9,75,0.4,1025.5,0.3,0.7,N,1005.7,-3.5,0.4,0,0,2.1,2.1,2.1,1,1
192,01-01-2009 13:29,30,51,15.7,79,-0.2,1025.4,0,0.7,N,1005.6,-3.4,-0.2,0,0,2.1,2.1,2.1,0,1
193,01-01-2009 13:59,30,51,15.5,79,0.1,1025.3,0,0,NE,1005.5,-3.1,0.1,0,0,2.1,2.1,2.1,0,0
194,01-01-2009 14:29,30,51,15.5,81,0,1025.1,0,0,NE,1005.3,-2.9,0,0,0,2.1,2.1,2.1,0,0
195,01-01-2009 14:59,30,52,15.6,82,0,1025,0,0,N,1005.2,-2.7,0,0,0,2.1,2.1,2.1,0,0
196,01-01-2009 15:29,30,53,15.9,83,0.1,1025.1,0,0,N,1005.3,-2.4,0.1,0,0,2.1,2.1,2.1,0,0
197,01-01-2009 15:59,30,53,16.1,83,0.1,1025.2,0,0.7,N,1005.4,-2.4,0.1,0,0,2.1,2.1,2.1,0,1
198,01-01-2009 16:29,30,53,16.2,81,0.4,1025.1,0,0.7,NE,1005.3,-2.5,0.4,0,0,2.1,2.1,2.1,0,1
199,01-01-2009 16:59,30,53,16.4,82,0.1,1025,0,0,NE,1005.2,-2.6,0.1,0,0,2.1,2.1,2.1,0,0
200,01-01-2009 17:29,30,53,16.4,83,0,1025.1,0,0.7,N,1005.3,-2.5,0,0,0,2.1,2.1,2.1,0,1
201,01-01-2009 17:59,30,53,16.5,79,0.4,1025.3,0.3,1,N,1005.5,-2.8,0.4,0,0,2.1,2.1,2.1,1,1
202,01-01-2009 18:29,30,52,16.5,80,-0.3,1025.2,0,0.3,NE,1005.4,-3.3,-0.3,0,0,2.1,2.1,2.1,0,1
203,01-01-2009 18:59,30,52,16.5,81,-0.7,1025.2,0.3,0.7,N,1005.4,-3.6,-0.7,0,0,2.1,2.1,2.1,1,1
204,01-01-2009 19:29,30,52,16.5,83,-1.8,1025.4,0,0.3,N,1005.6,-4.3,-1.8,0,0,2.1,2.1,2.1,0,1
205,01-01-2009 19:59,30,52,16.5,84,-2.1,1025.5,0,0.3,N,1005.7,-4.4,-2.1,0,0,2.1,2.1,2.1,0,1
206,01-01-2009 20:29,30,52,16.5,82,-1.7,1025.6,0.7,1.4,N,1005.8,-4.4,-1.7,0,0,2.1,2.1,2.1,1,1
207,01-01-2009 20:59,30,52,16.5,82,-2.1,1025.2,0,0.7,N,1005.4,-4.8,-2.1,0,0,2.1,2.1,2.1,0,1
208,01-01-2009 21:29,30,52,16.5,83,-2.8,1025.2,0,0.3,N,1005.4,-5.3,-2.8,0,0,2.1,2.1,2.1,0,1
209,01-01-2009 21:59,30,52,16.5,83,-3.2,1025.3,0,0,NNE,1005.5,-5.7,-3.2,0,0,2.1,2.1,2.1,0,0
210,01-01-2009 22:29,30,53,16.5,84,-3.3,1025.2,0,0,N,1005.4,-5.6,-3.3,0,0,2.1,2.1,2.1,0,0
211,01-01-2009 22:59,30,53,16.5,84,-2.8,1025.3,0.3,1.4,N,1005.5,-5.1,-2.8,0,0,2.1,2.1,2.1,1,1
212,01-01-2009 23:29,30,53,16.5,83,-2.2,1025.2,0,0,NE,1005.4,-4.7,-2.2,0,0,2.1,2.1,2.1,0,0
213,01-01-2009 23:59,30,53,16.6,82,-1.5,1025.2,0,0.3,N,1005.4,-4.2,-1.5,0,0,2.1,2.1,2.1,0,1
214,02-01-2009 00:29,30,53,16.7,80,-0.9,1025.1,0.3,0.7,SW,1005.3,-3.9,-0.9,0,0,2.1,2.1,2.1,1,1
215,02-01-2009 00:59,30,53,16.6,80,-1,1025.1,0,0.3,NNE,1005.3,-4,-1,0,0,2.1,2.1,2.1,0,1
216,02-01-2009 01:29,30,52,16.5,80,-1,1025.1,0,0,SW,1005.3,-4,-1,0,0,2.1,2.1,2.1,0,0
217,02-01-2009 01:59,30,51,16.3,81,-1.1,1024.9,0.3,0.7,SWW,1005.1,-3.9,-1.1,0,0,2.1,2.1,2.1,1,1
218,02-01-2009 02:29,30,51,16.1,80,-0.4,1025,0,0.3,W,1005.2,-3.4,-0.4,0,0,2.1,2.1,2.1,0,1
219,02-01-2009 02:59,30,51,16,82,-0.8,1025.2,0,0.7,NE,1005.4,-3.5,-0.8,0,0,2.1,2.1,2.1,0,1
220,02-01-2009 03:29,30,50,15.8,83,-0.8,1025.2,0,0.7,NW,1005.4,-3.3,-0.8,0,0,2.1,2.1,2.1,0,1
221,02-01-2009 03:59,30,50,15.6,78,0.6,1025.2,0.7,1.4,NNW,1005.4,-2.8,0.6,0,0,2.1,2.1,2.1,1,1
222,02-01-2009 04:29,30,51,15.4,75,1.4,1025.2,1.4,2,N,1005.4,-2.5,1.4,0,0,2.1,2.1,2.1,1,2
223,02-01-2009 04:59,30,50,15.3,77,1.9,1025.2,1,2.4,N,1005.4,-1.7,1.9,0,0,2.1,2.1,2.1,1,2
224,02-01-2009 05:29,30,51,15.1,79,1.7,1025.2,0.7,1.7,NE,1005.4,-1.5,1.7,0,0,2.1,2.1,2.1,1,2
225,02-01-2009 05:59,30,51,14.9,80,1.3,1025.4,0,0,NW,1005.6,-1.8,1.3,0,0,2.1,2.1,2.1,0,0
226,02-01-2009 06:29,30,51,14.8,82,1,1025.5,0,0.7,W,1005.7,-1.7,1,0,0,2.1,2.1,2.1,0,1
227,02-01-2009 06:59,30,51,14.6,82,1.1,1025.8,0,0.7,SE,1006,-1.6,1.1,0,0,2.1,2.1,2.1,0,1
228,02-01-2009 07:29,30,51,14.6,83,1.2,1026.2,0.3,0.7,N,1006.4,-1.4,1.2,0,0,2.1,2.1,2.1,1,1
229,02-01-2009 07:59,30,51,14.9,78,2.7,1026.1,0,0.3,E,1006.3,-0.7,2.7,0,0,2.1,2.1,2.1,0,1
230,02-01-2009 08:29,30,51,15.2,79,2.2,1026.3,0.3,0.7,NW,1006.5,-1.1,2.2,0,0,2.1,2.1,2.1,1,1
231,02-01-2009 08:59,30,51,15.5,73,3.2,1026.5,1.4,2.4,NNE,1006.7,-1.2,3.2,0,0,2.1,2.1,2.1,1,2
232,02-01-2009 09:29,30,50,15.6,74,2.8,1027.1,0.3,0.7,NNE,1007.3,-1.4,2.8,0,0,2.1,2.1,2.1,1,1
233,02-01-2009 09:59,30,50,15.5,74,3.5,1027.4,0,0,NE,1007.6,-0.7,3.5,0,0,2.1,2.1,2.1,0,0
234,02-01-2009 10:29,30,50,15.5,63,6.8,1027.6,0.7,1.4,NW,1007.8,0.3,6.8,0,0,2.1,2.1,2.1,1,1
235,02-01-2009 10:59,30,51,15.4,63,7.6,1027.6,0.3,1,NE,1007.8,1,7.6,0,0,2.1,2.1,2.1,1,1
236,02-01-2009 11:29,30,51,15.4,58,9,1027.7,0.7,1.7,NE,1007.9,1.2,9,0,0,2.1,2.1,2.1,1,2
237,02-01-2009 11:59,30,51,15.4,67,6,1027.9,0,0,N,1008.1,0.3,6,0,0,2.1,2.1,2.1,0,0
238,02-01-2009 12:29,30,51,15.2,65,6.5,1027.6,1,2,NE,1007.8,0.4,6.5,0,0,2.1,2.1,2.1,1,2
239,02-01-2009 12:59,30,51,15.1,64,6.2,1027.5,1.4,2.4,NE,1007.7,-0.1,6.2,0,0,2.1,2.1,2.1,1,2
240,02-01-2009 13:29,30,51,15.2,63,5.8,1027.5,1.7,2.7,NE,1007.7,-0.7,5.8,0,0,2.1,2.1,2.1,2,2
241,02-01-2009 13:59,30,51,15.3,73,4,1027.4,0.3,1,N,1007.6,-0.4,4,0,0,2.1,2.1,2.1,1,1
242,02-01-2009 14:29,30,51,15.2,76,3.2,1027.5,1,2.7,N,1007.7,-0.6,3.2,0,0,2.1,2.1,2.1,1,2
243,02-01-2009 14:59,30,52,15.3,77,3.1,1027.4,0,0.3,NE,1007.6,-0.5,3.1,0,0,2.1,2.1,2.1,0,1
244,02-01-2009 15:29,30,51,15.5,77,2.9,1027.4,0.3,1,N,1007.6,-0.7,2.9,0,0,2.1,2.1,2.1,1,1
245,02-01-2009 15:59,30,51,15.7,77,3,1027.4,1,2.4,N,1007.6,-0.6,3,0,0,2.1,2.1,2.1,1,2
246,02-01-2009 16:29,30,51,15.7,78,2.6,1027.4,0,0.7,NW,1007.6,-0.8,2.6,0,0,2.1,2.1,2.1,0,1
247,02-01-2009 16:59,30,51,15.6,77,2.6,1027.5,0.7,1.7,N,1007.7,-1,2.6,0,0,2.1,2.1,2.1,1,2
248,02-01-2009 17:29,30,51,15.6,78,2.4,1027.5,0,1,W,1007.7,-1,2.4,0,0,2.1,2.1,2.1,0,1
249,02-01-2009 17:59,30,51,15.6,78,2.2,1027.5,0.3,1,N,1007.7,-1.2,2.2,0,0,2.1,2.1,2.1,1,1
250,02-01-2009 18:29,30,51,15.8,79,1.9,1027.7,0,0.3,N,1007.9,-1.4,1.9,0,0,2.1,2.1,2.1,0,1
251,02-01-2009 18:59,30,51,16.1,78,2,1027.9,0,0.3,N,1008.1,-1.4,2,0,0,2.1,2.1,2.1,0,1
252,02-01-2009 19:29,30,51,16.3,76,2.1,1027.9,0,0.3,N,1008.1,-1.7,2.1,0,0,2.1,2.1,2.1,0,1
253,02-01-2009 19:59,30,51,16.4,77,1.9,1027.9,0,0,SW,1008.1,-1.7,1.9,0,0,2.1,2.1,2.1,0,0
254,02-01-2009 20:29,30,51,16.5,77,1.7,1027.9,0,0,N,1008.1,-1.9,1.7,0,0,2.1,2.1,2.1,0,0
255,02-01-2009 20:59,30,51,16.5,78,1.5,1027.7,0.3,0.7,W,1007.9,-1.9,1.5,0,0,2.1,2.1,2.1,1,1
256,02-01-2009 21:29,30,50,16.5,79,1.5,1027.6,0,0,NE,1007.8,-1.7,1.5,0,0,2.1,2.1,2.1,0,0
257,02-01-2009 21:59,30,51,16.5,81,1.4,1027.7,0,0.7,SW,1007.9,-1.5,1.4,0,0,2.1,2.1,2.1,0,1
258,02-01-2009 22:29,30,51,16.6,80,1.3,1027.5,1,1.7,SW,1007.7,-1.8,1.3,0,0,2.1,2.1,2.1,1,2
259,02-01-2009 22:59,30,51,16.5,80,1.1,1027.5,0,0,N,1007.7,-2,1.1,0,0,2.1,2.1,2.1,0,0
260,02-01-2009 23:29,30,51,16.5,82,0.8,1027.5,0,0,N,1007.7,-1.9,0.8,0,0,2.1,2.1,2.1,0,0
261,02-01-2009 23:59,30,51,16.4,81,0.7,1027.6,0,0,N,1007.8,-2.2,0.7,0,0,2.1,2.1,2.1,0,0
262,03-01-2009 00:29,30,51,16.2,82,0.6,1027.5,0,0.3,N,1007.7,-2.1,0.6,0,0,2.1,2.1,2.1,0,1
263,03-01-2009 00:59,30,51,16.1,80,0.7,1027,0,0.3,SW,1007.2,-2.4,0.7,0,0,2.1,2.1,2.1,0,1
264,03-01-2009 01:29,30,51,16,75,0.6,1026.9,0,0,NE,1007.1,-3.3,0.6,0,0,2.1,2.1,2.1,0,0
265,03-01-2009 01:59,30,51,15.8,80,-0.2,1026.7,0,0.7,SWW,1006.9,-3.2,-0.2,0,0,2.1,2.1,2.1,0,1
266,03-01-2009 02:29,30,51,15.7,79,-0.4,1026.7,0,0,NE,1006.9,-3.6,-0.4,0,0,2.1,2.1,2.1,0,0
267,03-01-2009 02:59,30,51,15.6,79,-0.9,1026.5,0,0,SW,1006.7,-4.1,-0.9,0,0,2.1,2.1,2.1,0,0
268,03-01-2009 03:29,30,51,15.5,80,-1.1,1026.3,0,0,NW,1006.5,-4.1,-1.1,0,0,2.1,2.1,2.1,0,0
269,03-01-2009 03:59,30,50,15.3,81,-1.1,1026.2,0,0,SW,1006.4,-3.9,-1.1,0,0,2.1,2.1,2.1,0,0
270,03-01-2009 04:29,30,51,15.2,81,-1.2,1026.1,0,0,S,1006.3,-4,-1.2,0,0,2.1,2.1,2.1,0,0
271,03-01-2009 04:59,30,51,15.1,80,-1.5,1026.3,0,0,S,1006.5,-4.5,-1.5,0,0,2.1,2.1,2.1,0,0
272,03-01-2009 05:29,30,50,15,80,-1.1,1026.1,0,0.7,NE,1006.3,-4.1,-1.1,0,0,2.1,2.1,2.1,0,1
273,03-01-2009 05:59,30,50,14.9,81,-1.1,1026,0,0.3,N,1006.2,-3.9,-1.1,0,0,2.1,2.1,2.1,0,1
274,03-01-2009 06:29,30,50,14.7,80,-0.9,1025.8,0.7,1,NE,1006,-3.9,-0.9,0,0,2.1,2.1,2.1,1,1
275,03-01-2009 06:59,30,50,14.6,80,-1,1025.7,0,0,N,1005.9,-4,-1,0,0,2.1,2.1,2.1,0,0
276,03-01-2009 07:29,30,51,14.6,82,-1.2,1025.5,0,0.3,N,1005.7,-3.9,-1.2,0,0,2.1,2.1,2.1,0,1
277,03-01-2009 07:59,30,51,14.8,81,-1.2,1025.5,0,0,N,1005.7,-4,-1.2,0,0,2.1,2.1,2.1,0,0
278,03-01-2009 08:29,30,51,15.2,80,-0.9,1025.8,0,0.3,N,1006,-3.9,-0.9,0,0,2.1,2.1,2.1,0,1
279,03-01-2009 08:59,30,50,15.5,80,-0.9,1025.5,0,0,N,1005.7,-3.9,-0.9,0,0,2.1,2.1,2.1,0,0
280,03-01-2009 09:29,30,50,15.6,79,-0.5,1025.4,0,0,SW,1005.6,-3.7,-0.5,0,0,2.1,2.1,2.1,0,0
281,03-01-2009 09:59,30,50,15.6,79,-0.2,1025.2,0,0,S,1005.4,-3.4,-0.2,0,0,2.1,2.1,2.1,0,0
282,03-01-2009 10:29,30,50,15.7,77,0.2,1025.1,0,0.3,S,1005.3,-3.4,0.2,0,0,2.1,2.1,2.1,0,1
283,03-01-2009 10:59,30,50,15.8,76,0.7,1024.8,0,0,SW,1005,-3,0.7,0,0,2.1,2.1,2.1,0,0
284,03-01-2009 11:29,30,50,16,75,1.1,1024.5,0,0,S,1004.7,-2.8,1.1,0,0,2.1,2.1,2.1,0,0
285,03-01-2009 11:59,30,50,16.1,76,1.2,1024.3,0,0,E,1004.5,-2.6,1.2,0,0,2.1,2.1,2.1,0,0
286,03-01-2009 12:29,30,49,16,75,1.3,1024.1,0,0,SE,1004.3,-2.6,1.3,0,0,2.1,2.1,2.1,0,0
287,03-01-2009 12:59,30,49,15.9,74,1.4,1023.6,0,0,S,1003.8,-2.7,1.4,0,0,2.1,2.1,2.1,0,0
288,03-01-2009 13:29,30,49,15.7,72,1.6,1023.3,0,0,E,1003.5,-2.9,1.6,0,0,2.1,2.1,2.1,0,0
289,03-01-2009 13:59,30,49,15.5,73,1.4,1023.1,0,0,N,1003.3,-2.9,1.4,0,0,2.1,2.1,2.1,0,0
290,03-01-2009 14:29,30,50,15.3,73,1.1,1022.9,0,0,NW,1003.1,-3.2,1.1,0,0,2.1,2.1,2.1,0,0
291,03-01-2009 14:59,30,50,15.3,73,1,1022.7,0,0,SW,1002.9,-3.3,1,0,0,2.1,2.1,2.1,0,0
292,03-01-2009 15:29,30,51,15.4,74,0.9,1022.6,0,0,S,1002.8,-3.2,0.9,0,0,2.1,2.1,2.1,0,0
293,03-01-2009 15:59,30,52,15.6,76,0.6,1022.4,0,0,NW,1002.6,-3.1,0.6,0,0,2.1,2.1,2.1,0,0
294,03-01-2009 16:29,30,52,15.8,77,0.4,1022.3,0,0,NW,1002.5,-3.2,0.4,0,0,2.1,2.1,2.1,0,0
295,03-01-2009 16:59,30,51,15.8,78,0.5,1022,0.3,1,SSW,1002.2,-2.9,0.5,0,0,2.1,2.1,2.1,1,1
296,03-01-2009 17:29,30,51,15.9,79,0.3,1021.8,0,0,S,1002,-2.9,0.3,0,0,2.1,2.1,2.1,0,0
297,03-01-2009 17:59,30,51,16,79,0.1,1021.7,0,0,S,1001.9,-3.1,0.1,0,0,2.1,2.1,2.1,0,0
298,03-01-2009 18:29,30,50,16.1,78,0.4,1021.2,0,0,NW,1001.4,-3,0.4,0,0,2.1,2.1,2.1,0,0
299,03-01-2009 18:59,30,50,16.2,77,0.4,1021.3,0,0,SW,1001.5,-3.2,0.4,0,0,2.1,2.1,2.1,0,0
300,03-01-2009 19:29,30,50,16.3,77,0.4,1021,0,0,N,1001.2,-3.2,0.4,0,0,2.1,2.1,2.1,0,0
301,03-01-2009 19:59,30,50,16.4,79,0.1,1021,0,0,W,1001.2,-3.1,0.1,0,0,2.1,2.1,2.1,0,0
302,03-01-2009 20:29,30,50,16.3,77,0.3,1020.6,0,0,NE,1000.8,-3.3,0.3,0,0,2.1,2.1,2.1,0,0
303,03-01-2009 20:59,30,50,16.3,81,0,1020.6,0,0,N,1000.8,-2.9,0,0,0,2.1,2.1,2.1,0,0
304,03-01-2009 21:29,30,50,16.2,79,0.1,1020.5,0,0.3,SW,1000.7,-3.1,0.1,0,0,2.1,2.1,2.1,0,1
305,03-01-2009 21:59,30,50,16.2,79,0.2,1020.3,0,0,N,1000.5,-3,0.2,0,0,2.1,2.1,2.1,0,0
306,03-01-2009 22:29,30,50,16.2,79,0.2,1020.1,0,0,SW,1000.3,-3,0.2,0,0,2.1,2.1,2.1,0,0
307,03-01-2009 22:59,30,50,16.2,80,0.1,1019.9,0,0,NE,1000.1,-2.9,0.1,0,0,2.1,2.1,2.1,0,0
308,03-01-2009 23:29,30,50,16.2,81,0.1,1020,0,0,W,1000.2,-2.8,0.1,0,0,2.1,2.1,2.1,0,0
309,03-01-2009 23:59,30,49,16,81,0.1,1019.5,0,0,NW,999.7,-2.8,0.1,0,0,2.1,2.1,2.1,0,0
310,04-01-2009 00:29,30,49,15.9,81,0.2,1019.4,0,0,SW,999.6,-2.7,0.2,0,0,2.1,2.1,2.1,0,0
311,04-01-2009 00:59,30,49,15.7,82,0,1019,0,0.7,S,999.2,-2.7,0,0,0,2.1,2.1,2.1,0,1
312,04-01-2009 01:29,30,49,15.5,82,0,1019,0,0.3,N,999.2,-2.7,0,0,0,2.1,2.1,2.1,0,1
313,04-01-2009 01:59,30,49,15.3,83,0,1018.7,0,0,N,998.9,-2.5,0,0,0,2.1,2.1,2.1,0,0
314,04-01-2009 02:29,30,49,15.1,82,0.1,1018.5,0,0,NE,998.7,-2.6,0.1,0,0,2.1,2.1,2.1,0,0
315,04-01-2009 02:59,30,49,15,83,0.1,1018.1,0,0,NW,998.3,-2.4,0.1,0,0,2.1,2.1,2.1,0,0
316,04-01-2009 03:29,30,49,14.8,83,0,1017.8,0,0,N,998,-2.5,0,0,0,2.1,2.1,2.1,0,0
317,04-01-2009 03:59,30,49,14.7,82,0,1017.4,0,0.7,SE,997.6,-2.7,0,0,0,2.1,2.1,2.1,0,1
318,04-01-2009 04:29,30,49,14.5,83,-0.1,1017.2,0,0,N,997.4,-2.6,-0.1,0,0,2.1,2.1,2.1,0,0
319,04-01-2009 04:59,30,50,14.4,83,0,1016.8,0,0.7,S,997,-2.5,0,0,0,2.1,2.1,2.1,0,1
320,04-01-2009 05:29,30,49,14.3,83,-0.2,1016.6,0,0.7,N,996.8,-2.7,-0.2,0,0,2.1,2.1,2.1,0,1
321,04-01-2009 05:59,30,49,14.2,83,0,1016.4,0,0,N,996.6,-2.5,0,0,0,2.1,2.1,2.1,0,0
322,04-01-2009 06:29,30,49,14,84,0.1,1016.4,0,0.3,N,996.6,-2.3,0.1,0,0,2.1,2.1,2.1,0,1
323,04-01-2009 06:59,30,49,13.9,83,0,1016.2,0,0,NE,996.4,-2.5,0,0,0,2.1,2.1,2.1,0,0
324,04-01-2009 07:29,30,50,13.9,82,0.2,1016,0,0,N,996.2,-2.5,0.2,0,0,2.1,2.1,2.1,0,0
325,04-01-2009 07:59,30,50,14.2,82,0.2,1016,0,0,E,996.2,-2.5,0.2,0,0,2.1,2.1,2.1,0,0
326,04-01-2009 08:29,30,50,14.6,82,0.2,1015.9,0,0,W,996.1,-2.5,0.2,0,0,2.1,2.1,2.1,0,0
327,04-01-2009 08:59,30,50,14.9,83,0.1,1015.9,0,0,W,996.1,-2.4,0.1,0,0,2.1,2.1,2.1,0,0
328,04-01-2009 09:29,30,49,15,82,0.3,1015.7,0,0.3,W,995.9,-2.4,0.3,0,0,2.1,2.1,2.1,0,1
329,04-01-2009 09:59,30,49,15,83,0.1,1015.6,0,0.3,SW,995.8,-2.4,0.1,0,0,2.1,2.1,2.1,0,1
330,04-01-2009 10:29,30,49,14.8,82,0.7,1015.5,0,0,E,995.7,-2,0.7,0,0,2.1,2.1,2.1,0,0
331,04-01-2009 10:59,30,49,14.8,81,1.3,1015.5,0,0.3,SE,995.7,-1.6,1.3,0,0,2.1,2.1,2.1,0,1
332,04-01-2009 11:29,30,50,15.1,78,2.1,1015.4,0,0,N,995.6,-1.3,2.1,0,0,2.1,2.1,2.1,0,0
333,04-01-2009 11:59,30,50,15.5,77,2.3,1015,0,0,N,995.2,-1.3,2.3,0,0,0.6,2.1,2.1,0,0
334,04-01-2009 12:29,30,50,15.5,75,3.2,1014.9,0,0,W,995.1,-0.8,3.2,0,0,0,2.1,2.1,0,0
335,04-01-2009 12:59,30,50,15.4,70,4.1,1014.6,0,0.3,NE,994.8,-0.9,4.1,0,0,0,2.1,2.1,0,1
336,04-01-2009 13:29,30,49,15.2,66,4.6,1014.1,0,0.3,SE,994.3,-1.2,4.6,0,0,0,2.1,2.1,0,1
337,04-01-2009 13:59,30,49,15,67,4,1014,0,0.7,NE,994.2,-1.6,4,0,0,0,2.1,2.1,0,1
338,04-01-2009 14:29,30,49,14.8,68,3.8,1014,0,0,N,994.2,-1.6,3.8,0,0,0,2.1,2.1,0,0
339,04-01-2009 14:59,30,49,14.5,64,4.8,1013.9,0,0,N,994.1,-1.4,4.8,0,0,0,2.1,2.1,0,0
340,04-01-2009 15:29,30,50,14.3,69,2.7,1013.8,0,0,S,994,-2.4,2.7,0,0,0,2.1,2.1,0,0
341,04-01-2009 15:59,30,50,14.2,75,1.6,1013.7,0.3,0.7,SW,993.9,-2.3,1.6,0,0,0,2.1,2.1,1,1
342,04-01-2009 16:29,30,50,14.1,77,0.7,1013.6,0,0.3,W,993.8,-2.9,0.7,0,0,0,2.1,2.1,0,1
343,04-01-2009 16:59,30,50,14.3,79,-0.3,1013.6,0,0,N,993.8,-3.5,-0.3,0,0,0,2.1,2.1,0,0
344,04-01-2009 17:29,30,50,14.5,81,-1.2,1013.6,0,0,NE,993.8,-4,-1.2,0,0,0,2.1,2.1,0,0
345,04-01-2009 17:59,30,51,14.8,84,-1.1,1013.6,0,0,N,993.8,-3.5,-1.1,0,0,0,2.1,2.1,0,0
346,04-01-2009 18:29,30,51,15.2,83,-1.5,1013.6,0,0,N,993.8,-4,-1.5,0,0,0,2.1,2.1,0,0
347,04-01-2009 18:59,30,51,15.5,85,-1.4,1013.7,0,0,SW,993.9,-3.6,-1.4,0,0,0,2.1,2.1,0,0
348,04-01-2009 19:29,30,51,15.8,85,-1.4,1013.7,0.3,0.7,NW,993.9,-3.6,-1.4,0,0,0,2.1,2.1,1,1
349,04-01-2009 19:59,30,50,16,83,-0.7,1013.5,0,0,S,993.7,-3.2,-0.7,0,0,0,2.1,2.1,0,0
350,04-01-2009 20:29,30,50,16.2,83,-0.7,1013.5,0,0,NE,993.7,-3.2,-0.7,0,0,0,2.1,2.1,0,0
351,04-01-2009 20:59,30,50,16.2,82,-0.3,1013.6,0,0.3,N,993.8,-3,-0.3,0,0,0,2.1,2.1,0,1
352,04-01-2009 21:29,30,50,16.3,81,-0.1,1013.5,0,0.3,N,993.7,-3,-0.1,0,0,0,2.1,2.1,0,1
353,04-01-2009 21:59,30,50,16.3,82,0,1013.6,0,0.3,NE,993.8,-2.7,0,0,0,0,2.1,2.1,0,1
354,04-01-2009 22:29,30,50,16.3,82,0,1013.6,0,0,NW,993.8,-2.7,0,0,0,0,2.1,2.1,0,0
355,04-01-2009 22:59,30,49,16.3,83,0,1013.6,0,0,N,993.8,-2.5,0,0,0,0,2.1,2.1,0,0
356,04-01-2009 23:29,30,49,16.3,84,0.2,1013.7,0,0,NE,993.9,-2.2,0.2,0,0,0,2.1,2.1,0,0
357,04-01-2009 23:59,30,49,16.1,84,0.2,1013.7,0,0,N,993.9,-2.2,0.2,0,0,0,2.1,2.1,0,0
358,05-01-2009 00:29,30,49,16,85,0.2,1014,0,0,N,994.2,-2,0.2,0,0,0,2.1,2.1,0,0
359,05-01-2009 00:59,30,49,15.8,83,2.5,1014.1,1,3.4,NW,994.3,-0.1,2.5,0,0,0,2.1,2.1,1,3
360,05-01-2009 01:29,30,49,15.6,79,3,1014.2,0.7,1,E,994.4,-0.3,3,0,0,0,2.1,2.1,1,1
361,05-01-2009 01:59,30,49,15.4,80,2.6,1014.3,1,2,NNW,994.5,-0.5,2.6,0,0,0,2.1,2.1,1,2
362,05-01-2009 02:29,30,49,15.3,79,2.2,1014.5,0.7,1.7,NE,994.7,-1.1,2.2,0,0,0,2.1,2.1,1,2
363,05-01-2009 02:59,30,49,15.1,77,2.3,1014.8,1.7,4.1,NE,995,-1.3,2.3,0,0,0,2.1,2.1,2,3
364,05-01-2009 03:29,30,49,14.9,81,1.4,1015.1,1,2,NE,995.3,-1.5,1.4,0,0,0,2.1,2.1,1,2
365,05-01-2009 03:59,30,49,14.8,75,1.6,1015.5,0,0.7,W,995.7,-2.3,1.6,0,0,0,2.1,2.1,0,1
366,05-01-2009 04:29,30,49,14.7,77,0.2,1015.8,0,0,N,996,-3.4,0.2,0,0,0,2.1,2.1,0,0
367,05-01-2009 04:59,30,49,14.5,78,-0.2,1016,0.3,0.7,NNE,996.2,-3.6,-0.2,0,0,0,2.1,2.1,1,1
368,05-01-2009 05:29,30,49,14.4,77,0.2,1016.4,0.7,2.4,NW,996.6,-3.4,0.2,0,0,0,2.1,2.1,1,2
369,05-01-2009 05:59,30,49,14.2,74,1.3,1016.7,1,2.4,NNE,996.9,-2.8,1.3,0,0,0,2.1,2.1,1,2
370,05-01-2009 06:29,30,49,14.2,75,1.6,1017,1.7,3.1,N,997.2,-2.3,1.6,0,0,0,2.1,2.1,2,2
371,05-01-2009 06:59,30,49,14,79,1.3,1017.5,1.4,2.4,N,997.7,-1.9,1.3,0,0,0,2.1,2.1,1,2
